,Direction,CurrentRetracement%,DeepestRetracement%
377,1,57.6,95.3
378,1,62.3,95.3
379,1,58.5,95.3
380,1,54.1,95.3
381,1,49.8,95.3
382,1,47.4,95.3
383,1,46.1,95.3
384,1,66.0,95.3
385,1,81.2,95.3
386,1,79.2,95.3
387,1,86.8,95.3
388,1,85.7,95.3
389,1,82.8,95.3
390,1,84.7,95.3
391,1,83.9,95.3
392,1,78.6,95.3
393,1,76.8,95.3
394,1,73.9,95.3
395,1,77.4,95.3
396,1,83.6,95.3
397,1,82.7,95.3
398,1,86.4,95.3
399,1,79.0,95.3
400,1,73.0,95.3
401,1,68.0,95.3
402,1,66.7,95.3
403,1,70.6,95.3
404,1,79.0,95.3
405,1,77.0,95.3
406,1,75.1,95.3
407,1,71.2,95.3
408,1,73.9,95.3
409,1,71.4,95.3
410,1,72.3,95.3
411,1,72.9,95.3
412,1,75.2,95.3
413,1,72.5,95.3
414,1,71.1,95.3
415,1,70.2,95.3
416,1,71.7,95.3
417,1,69.5,95.3
418,1,68.7,95.3
419,1,71.6,95.3
420,1,83.4,95.3
421,1,83.3,95.3
422,1,80.5,95.3
423,1,79.6,95.3
424,1,79.9,95.3
425,1,66.4,95.3
426,1,66.2,95.3
427,1,70.2,95.3
428,1,71.8,95.3
429,1,72.4,95.3
430,1,69.7,95.3
431,1,71.4,95.3
432,1,72.1,95.3
433,1,70.9,95.3
434,1,72.5,95.3
435,1,72.1,95.3
436,1,74.0,95.3
437,1,74.4,95.3
438,1,79.4,95.3
439,1,79.3,95.3
440,1,81.9,95.3
441,1,78.2,95.3
442,1,76.7,95.3
443,1,78.3,95.3
444,1,77.8,95.3
445,1,75.2,95.3
446,1,74.6,95.3
447,1,72.3,95.3
448,1,73.8,95.3
449,1,76.6,95.3
450,1,75.9,95.3
451,1,77.9,95.3
452,1,75.5,95.3
453,1,76.6,95.3
454,1,103.4,103.4
455,1,112.6,112.6
456,1,107.3,112.6
457,1,106.7,112.6
458,1,104.9,112.6
459,1,132.6,132.6
460,1,151.9,151.9
461,1,148.7,151.9
462,1,151.6,151.9
463,1,155.7,155.7
464,1,170.2,170.2
465,1,176.5,176.5
466,1,174.7,176.5
467,1,175.2,176.5
468,1,168.4,176.5
469,1,159.2,176.5
470,1,165.9,176.5
471,1,165.2,176.5
472,1,160.1,176.5
473,1,170.1,176.5
474,1,171.8,176.5
475,1,173.1,176.5
476,1,182.1,182.1
477,1,192.1,192.1
478,1,192.2,192.2
479,1,185.9,192.2
480,1,186.8,192.2
481,1,188.5,192.2
482,1,187.5,192.2
483,1,191.0,192.2
484,1,193.8,193.8
485,-1,2.3,2.3
486,-1,2.6,2.6
487,-1,8.0,8.0
488,-1,9.8,9.8
489,-1,14.2,14.2
490,-1,18.1,18.1
491,-1,18.4,18.4
492,-1,15.4,18.4
493,-1,16.2,18.4
494,-1,19.5,19.5
495,-1,16.2,19.5
496,-1,12.8,19.5
497,-1,12.3,19.5
498,-1,13.7,19.5
499,-1,13.8,19.5
500,-1,14.0,19.5
501,-1,12.3,19.5
502,-1,12.3,19.5
503,-1,13.6,19.5
504,-1,13.2,19.5
505,-1,12.5,19.5
506,-1,12.8,19.5
507,-1,16.3,19.5
508,-1,16.1,19.5
509,-1,17.1,19.5
510,-1,15.9,19.5
511,-1,15.7,19.5
512,-1,9.4,19.5
513,-1,8.7,19.5
514,-1,8.5,19.5
515,-1,9.7,19.5
516,-1,9.2,19.5
517,-1,9.2,19.5
518,-1,9.0,19.5
519,-1,8.7,19.5
520,-1,10.6,19.5
521,-1,10.1,19.5
522,-1,7.6,19.5
523,-1,8.5,19.5
524,-1,8.5,19.5
525,-1,8.1,19.5
526,-1,8.1,19.5
527,-1,9.5,19.5
528,-1,7.9,19.5
529,-1,7.5,19.5
530,-1,5.4,19.5
531,-1,6.0,19.5
532,-1,6.2,19.5
533,-1,6.2,19.5
534,-1,6.9,19.5
535,-1,6.7,19.5
536,-1,6.2,19.5
537,-1,6.0,19.5
538,-1,6.1,19.5
539,-1,5.1,19.5
540,-1,10.8,19.5
541,-1,9.8,19.5
542,-1,9.9,19.5
543,-1,9.9,19.5
544,-1,9.6,19.5
545,-1,9.6,19.5
546,-1,8.8,19.5
547,-1,9.3,19.5
548,-1,9.2,19.5
549,-1,10.2,19.5
550,-1,14.4,19.5
551,-1,15.7,19.5
552,-1,15.6,19.5
553,-1,16.1,19.5
554,-1,15.6,19.5
555,-1,18.9,19.5
556,-1,19.5,19.5
557,-1,13.4,19.5
558,-1,12.8,19.5
559,-1,12.8,19.5
560,-1,13.7,19.5
561,-1,13.1,19.5
562,-1,12.8,19.5
563,-1,12.7,19.5
564,-1,12.6,19.5
565,-1,13.5,19.5
566,-1,14.1,19.5
567,-1,14.0,19.5
568,-1,14.5,19.5
569,-1,15.3,19.5
570,-1,14.8,19.5
571,-1,14.6,19.5
572,-1,14.0,19.5
573,-1,13.8,19.5
574,-1,14.3,19.5
575,-1,14.7,19.5
576,-1,16.9,19.5
577,-1,16.0,19.5
578,-1,16.5,19.5
579,-1,16.4,19.5
580,-1,16.8,19.5
581,-1,17.1,19.5
582,-1,16.0,19.5
583,-1,16.2,19.5
584,-1,15.9,19.5
585,-1,15.8,19.5
586,-1,15.0,19.5
587,-1,16.7,19.5
588,-1,16.6,19.5
589,-1,18.1,19.5
590,-1,18.4,19.5
591,-1,18.0,19.5
592,-1,18.8,19.5
593,-1,32.6,32.6
594,-1,39.7,39.7
595,-1,35.3,39.7
596,-1,35.1,39.7
597,-1,38.4,39.7
598,-1,38.9,39.7
599,-1,40.3,40.3
600,-1,39.0,40.3
601,-1,42.5,42.5
602,-1,40.8,42.5
603,-1,36.1,42.5
604,-1,36.4,42.5
605,-1,37.4,42.5
606,-1,37.7,42.5
607,-1,38.3,42.5
608,-1,38.9,42.5
609,-1,39.9,42.5
610,-1,40.6,42.5
611,-1,40.8,42.5
612,-1,40.4,42.5
613,-1,42.1,42.5
614,-1,45.8,45.8
615,-1,45.5,45.8
616,-1,43.8,45.8
617,-1,44.1,45.8
618,-1,41.0,45.8
619,-1,40.9,45.8
620,-1,40.8,45.8
621,-1,40.9,45.8
622,-1,42.1,45.8
623,-1,44.6,45.8
624,-1,50.4,50.4
625,-1,51.4,51.4
626,-1,50.3,51.4
627,-1,49.6,51.4
628,-1,53.8,53.8
629,-1,53.6,53.8
630,-1,57.5,57.5
631,-1,62.1,62.1
632,-1,78.5,78.5
633,-1,81.8,81.8
634,-1,92.7,92.7
635,-1,97.6,97.6
636,-1,95.4,97.6
637,-1,96.8,97.6
638,-1,89.4,97.6
639,-1,80.6,97.6
640,-1,95.9,97.6
641,-1,93.7,97.6
642,-1,91.6,97.6
643,-1,91.1,97.6
644,-1,89.7,97.6
645,-1,93.2,97.6
646,-1,92.5,97.6
647,-1,104.7,104.7
648,-1,107.8,107.8
649,-1,105.7,107.8
650,-1,104.8,107.8
651,-1,110.9,110.9
652,-1,101.9,110.9
653,-1,102.5,110.9
654,-1,106.1,110.9
655,-1,105.8,110.9
656,-1,93.0,110.9
657,-1,88.8,110.9
658,-1,88.3,110.9
659,-1,92.7,110.9
660,-1,91.6,110.9
661,-1,89.6,110.9
662,-1,91.2,110.9
663,-1,91.0,110.9
664,-1,94.5,110.9
665,-1,96.6,110.9
666,-1,103.6,110.9
667,-1,107.0,110.9
668,-1,115.8,115.8
669,-1,117.8,117.8
670,-1,115.8,117.8
671,-1,115.2,117.8
672,-1,120.6,120.6
673,-1,131.5,131.5
674,-1,150.0,150.0
675,-1,154.4,154.4
676,-1,149.7,154.4
677,-1,162.9,162.9
678,1,0.0,0.0
679,1,31.9,31.9
680,1,27.6,31.9
681,1,23.1,31.9
682,1,29.6,31.9
683,1,36.4,36.4
684,1,39.2,39.2
685,1,28.9,39.2
686,1,27.0,39.2
687,1,29.3,39.2
688,1,27.8,39.2
689,1,26.6,39.2
690,1,25.4,39.2
691,1,17.6,39.2
692,1,22.2,39.2
693,1,27.5,39.2
694,1,26.8,39.2
695,1,29.0,39.2
696,1,35.8,39.2
697,1,38.0,39.2
698,1,42.7,42.7
699,1,45.4,45.4
700,1,43.6,45.4
701,1,35.6,45.4
702,1,33.5,45.4
703,1,34.0,45.4
704,1,35.8,45.4
705,1,38.4,45.4
706,1,41.1,45.4
707,1,39.3,45.4
708,1,40.1,45.4
709,1,42.9,45.4
710,1,44.4,45.4
711,1,42.3,45.4
712,1,42.2,45.4
713,1,40.8,45.4
714,1,38.0,45.4
715,1,34.1,45.4
716,1,32.1,45.4
717,1,31.6,45.4
718,1,28.1,45.4
719,1,25.4,45.4
720,1,23.9,45.4
721,1,22.6,45.4
722,1,21.0,45.4
723,1,25.0,45.4
724,1,26.4,45.4
725,1,25.3,45.4
726,1,29.4,45.4
727,1,37.4,45.4
728,1,37.5,45.4
729,1,39.0,45.4
730,1,36.7,45.4
731,1,36.0,45.4
732,1,34.3,45.4
733,1,31.5,45.4
734,1,38.0,45.4
735,1,38.9,45.4
736,1,36.5,45.4
737,1,37.7,45.4
738,1,37.6,45.4
739,1,35.4,45.4
740,1,36.2,45.4
741,1,40.4,45.4
742,1,43.0,45.4
743,1,42.7,45.4
744,1,42.1,45.4
745,1,41.2,45.4
746,1,39.4,45.4
747,1,34.2,45.4
748,1,33.3,45.4
749,1,32.6,45.4
750,1,35.3,45.4
751,1,34.0,45.4
752,1,34.8,45.4
753,1,36.1,45.4
754,1,37.1,45.4
755,1,37.8,45.4
756,1,36.3,45.4
757,1,35.3,45.4
758,1,34.7,45.4
759,1,34.4,45.4
760,1,36.0,45.4
761,1,35.5,45.4
762,1,35.8,45.4
763,1,39.9,45.4
764,1,36.1,45.4
765,1,37.6,45.4
766,1,38.1,45.4
767,1,40.3,45.4
768,1,57.1,57.1
769,1,53.2,57.1
770,1,57.5,57.5
771,1,56.6,57.5
772,1,55.2,57.5
773,1,56.2,57.5
774,1,57.9,57.9
775,1,53.6,57.9
776,1,53.8,57.9
777,1,54.7,57.9
778,1,55.2,57.9
779,1,55.1,57.9
780,1,57.2,57.9
781,1,57.4,57.9
782,1,54.4,57.9
783,1,54.1,57.9
784,1,51.4,57.9
785,1,53.2,57.9
786,1,52.9,57.9
787,1,53.7,57.9
788,1,53.3,57.9
789,1,54.4,57.9
790,1,56.0,57.9
791,1,55.9,57.9
792,1,56.9,57.9
793,1,56.4,57.9
794,1,56.4,57.9
795,1,53.9,57.9
796,1,55.2,57.9
797,1,61.7,61.7
798,1,61.3,61.7
799,1,61.1,61.7
800,1,50.9,61.7
801,1,45.3,61.7
802,1,44.5,61.7
803,1,45.3,61.7
804,1,46.0,61.7
805,1,46.8,61.7
806,1,45.7,61.7
807,1,44.2,61.7
808,1,45.3,61.7
809,1,44.9,61.7
810,1,44.3,61.7
811,1,43.6,61.7
812,1,45.0,61.7
813,1,48.8,61.7
814,1,48.5,61.7
815,1,48.3,61.7
816,1,49.5,61.7
817,1,50.0,61.7
818,1,48.7,61.7
819,1,49.8,61.7
820,1,51.5,61.7
821,1,51.5,61.7
822,1,52.0,61.7
823,1,54.7,61.7
824,1,55.2,61.7
825,1,54.9,61.7
826,1,59.8,61.7
827,1,66.4,66.4
828,1,63.7,66.4
829,1,65.7,66.4
830,1,68.9,68.9
831,1,64.3,68.9
832,1,65.9,68.9
833,1,61.1,68.9
834,1,61.1,68.9
835,1,60.4,68.9
836,1,62.5,68.9
837,1,63.1,68.9
838,1,62.2,68.9
839,1,63.8,68.9
840,1,63.1,68.9
841,1,61.6,68.9
842,1,60.1,68.9
843,1,61.0,68.9
844,1,61.9,68.9
845,1,63.0,68.9
846,1,63.3,68.9
847,1,63.7,68.9
848,1,62.7,68.9
849,1,64.3,68.9
850,1,64.4,68.9
851,1,66.0,68.9
852,1,68.5,68.9
853,-1,13.3,13.3
854,-1,12.5,13.3
855,-1,10.4,13.3
856,-1,10.0,13.3
857,-1,14.4,14.4
858,-1,16.7,16.7
859,-1,13.3,16.7
860,-1,11.1,16.7
861,-1,13.3,16.7
862,-1,11.2,16.7
863,-1,12.3,16.7
864,-1,14.5,16.7
865,-1,12.9,16.7
866,-1,11.7,16.7
867,-1,10.9,16.7
868,-1,10.3,16.7
869,-1,12.9,16.7
870,-1,12.9,16.7
871,-1,14.1,16.7
872,-1,18.1,18.1
873,-1,23.5,23.5
874,-1,26.8,26.8
875,-1,21.5,26.8
876,-1,23.4,26.8
877,-1,24.6,26.8
878,-1,23.4,26.8
879,-1,23.4,26.8
880,-1,32.4,32.4
881,-1,32.9,32.9
882,-1,32.2,32.9
883,-1,34.6,34.6
884,-1,33.9,34.6
885,-1,36.7,36.7
886,-1,30.7,36.7
887,-1,31.2,36.7
888,-1,31.6,36.7
889,-1,30.0,36.7
890,-1,27.8,36.7
891,-1,26.8,36.7
892,-1,29.0,36.7
893,-1,34.0,36.7
894,-1,39.3,39.3
895,-1,40.0,40.0
896,-1,41.7,41.7
897,-1,41.1,41.7
898,-1,40.2,41.7
899,-1,40.4,41.7
900,-1,42.3,42.3
901,-1,38.7,42.3
902,-1,43.9,43.9
903,-1,45.5,45.5
904,-1,45.8,45.8
905,-1,46.5,46.5
906,-1,49.5,49.5
907,-1,49.8,49.8
908,-1,51.6,51.6
909,-1,53.3,53.3
910,1,0.0,0.0
911,1,9.6,9.6
912,1,17.2,17.2
913,1,21.2,21.2
914,1,25.8,25.8
915,1,22.7,25.8
916,1,28.3,28.3
917,1,27.1,28.3
918,1,23.4,28.3
919,1,23.1,28.3
920,1,21.0,28.3
921,1,25.3,28.3
922,1,30.8,30.8
923,1,45.9,45.9
924,1,48.4,48.4
925,1,50.6,50.6
926,1,48.6,50.6
927,1,51.4,51.4
928,1,49.2,51.4
929,1,45.5,51.4
930,1,45.3,51.4
931,1,43.1,51.4
932,1,37.3,51.4
933,1,41.0,51.4
934,1,61.5,61.5
935,1,70.6,70.6
936,1,68.2,70.6
937,1,71.6,71.6
938,1,149.8,149.8
939,-1,32.3,32.3
940,-1,27.7,32.3
941,-1,32.1,32.3
942,-1,23.6,32.3
943,-1,25.9,32.3
944,-1,24.6,32.3
945,-1,39.0,39.0
946,-1,46.4,46.4
947,-1,39.8,46.4
948,-1,39.1,46.4
949,-1,41.9,46.4
950,-1,45.4,46.4
951,-1,47.3,47.3
952,-1,44.6,47.3
953,-1,45.6,47.3
954,-1,38.4,47.3
955,-1,37.0,47.3
956,-1,41.9,47.3
957,-1,40.8,47.3
958,-1,43.1,47.3
959,-1,50.8,50.8
960,-1,48.6,50.8
961,-1,47.8,50.8
962,-1,46.3,50.8
963,-1,53.2,53.2
964,-1,54.7,54.7
965,-1,54.2,54.7
966,-1,53.4,54.7
967,-1,52.3,54.7
968,-1,47.1,54.7
969,-1,50.5,54.7
970,-1,46.5,54.7
971,-1,47.6,54.7
972,-1,46.9,54.7
973,-1,50.7,54.7
974,-1,50.1,54.7
975,-1,52.3,54.7
976,-1,51.9,54.7
977,-1,51.2,54.7
978,-1,47.0,54.7
979,-1,50.2,54.7
980,-1,58.9,58.9
981,-1,57.1,58.9
982,-1,58.4,58.9
983,-1,58.3,58.9
984,-1,59.7,59.7
985,-1,59.5,59.7
986,-1,77.0,77.0
987,-1,84.5,84.5
988,-1,78.6,84.5
989,-1,77.8,84.5
990,-1,80.6,84.5
991,-1,76.9,84.5
992,-1,79.4,84.5
993,-1,83.6,84.5
994,-1,93.6,93.6
995,-1,93.1,93.6
996,-1,91.3,93.6
997,-1,86.2,93.6
998,-1,80.2,93.6
999,-1,77.3,93.6
1000,-1,83.6,93.6
1001,-1,91.6,93.6
1002,-1,90.3,93.6
1003,-1,86.4,93.6
1004,-1,90.9,93.6
1005,-1,91.8,93.6
1006,-1,91.0,93.6
1007,-1,90.2,93.6
1008,-1,86.3,93.6
1009,-1,81.7,93.6
1010,-1,82.3,93.6
1011,-1,82.1,93.6
1012,-1,77.4,93.6
1013,-1,77.9,93.6
1014,-1,81.0,93.6
1015,-1,87.0,93.6
1016,-1,86.7,93.6
1017,-1,88.7,93.6
1018,-1,88.1,93.6
1019,-1,98.2,98.2
1020,-1,96.0,98.2
1021,-1,87.9,98.2
1022,-1,90.8,98.2
1023,-1,90.4,98.2
1024,-1,88.6,98.2
1025,-1,89.6,98.2
1026,-1,89.6,98.2
1027,-1,90.7,98.2
1028,-1,92.4,98.2
1029,-1,92.0,98.2
1030,-1,86.0,98.2
1031,-1,85.0,98.2
1032,-1,84.8,98.2
1033,-1,85.0,98.2
1034,-1,86.4,98.2
1035,-1,86.1,98.2
1036,-1,85.0,98.2
1037,-1,84.2,98.2
1038,-1,83.6,98.2
1039,-1,84.0,98.2
1040,-1,89.3,98.2
1041,-1,88.4,98.2
1042,-1,87.6,98.2
1043,-1,82.7,98.2
1044,-1,82.1,98.2
1045,-1,80.6,98.2
1046,-1,80.5,98.2
1047,-1,81.2,98.2
1048,-1,80.7,98.2
1049,-1,82.0,98.2
1050,-1,81.6,98.2
1051,-1,79.5,98.2
1052,-1,80.5,98.2
1053,-1,79.8,98.2
1054,-1,83.3,98.2
1055,-1,83.3,98.2
1056,-1,84.7,98.2
1057,-1,84.2,98.2
1058,-1,82.4,98.2
1059,-1,82.1,98.2
1060,-1,82.8,98.2
1061,-1,82.8,98.2
1062,-1,81.8,98.2
1063,-1,81.8,98.2
1064,-1,81.0,98.2
1065,-1,80.5,98.2
1066,-1,80.9,98.2
1067,-1,81.1,98.2
1068,-1,81.0,98.2
1069,-1,84.2,98.2
1070,-1,85.8,98.2
1071,-1,87.6,98.2
1072,-1,87.2,98.2
1073,-1,88.6,98.2
1074,-1,94.2,98.2
1075,-1,113.3,113.3
1076,-1,111.0,113.3
1077,-1,112.5,113.3
1078,-1,110.0,113.3
1079,-1,114.1,114.1
1080,-1,120.3,120.3
1081,-1,124.2,124.2
1082,-1,114.5,124.2
1083,-1,113.6,124.2
1084,-1,119.1,124.2
1085,-1,120.8,124.2
1086,-1,121.0,124.2
1087,-1,119.5,124.2
1088,-1,119.3,124.2
1089,-1,123.3,124.2
1090,-1,121.4,124.2
1091,-1,116.6,124.2
1092,-1,119.2,124.2
1093,-1,120.1,124.2
1094,-1,122.0,124.2
1095,-1,121.3,124.2
1096,-1,129.3,129.3
1097,-1,128.1,129.3
1098,-1,122.6,129.3
1099,-1,120.7,129.3
1100,-1,120.5,129.3
1101,-1,117.7,129.3
1102,-1,118.1,129.3
1103,-1,119.7,129.3
1104,-1,118.9,129.3
1105,-1,115.5,129.3
1106,-1,116.3,129.3
1107,-1,115.5,129.3
1108,-1,116.1,129.3
1109,-1,118.1,129.3
1110,-1,119.4,129.3
1111,-1,123.1,129.3
1112,-1,121.7,129.3
1113,-1,114.3,129.3
